Location Name,District,Governorate,Latitude,Longitude,Population,Economic,Social,Number of Families,Date,Origin
Tel shor,Telafar,Ninewa,36.49949129,42.14180719,0.37,0,22.6,104,28-Apr-16,Ninewa
jadida,Telafar,Ninewa,36.55067497,42.06920852,0.369,0,9.7,70,28-Apr-16,Ninewa
Hokna,Telafar,Ninewa,36.56320404,42.55695594,0.367,0,29.1,12,28-Apr-16,Ninewa
Fakerok,Telafar,Ninewa,36.58480227,42.48517856,0.364,0,29.1,20,28-Apr-16,Ninewa
Abu Hajira vilage,Telafar,Ninewa,36.76480105,42.20876496,0.355,0.088,22.6,210,28-Apr-16,Ninewa
Tal Hial vilage,Telafar,Ninewa,36.79108236,42.17468886,0.35,0.218,26.4,275,28-Apr-16,Ninewa
Tal Talab vilage,Telafar,Ninewa,36.7463545,42.19946533,0.347,0,10.5,105,28-Apr-16,Ninewa
Biir eakla vilage,Telafar,Ninewa,36.79399705,42.21445556,0.342,0.119,34.3,90,28-Apr-16,Ninewa
Tal wardan vilage,Telafar,Ninewa,36.71669083,42.35230019,0.338,0,10.5,155,28-Apr-16,Ninewa
Albawtha vilage,Telafar,Ninewa,36.72818889,42.2584518,0.33,0,29.1,145,28-Apr-16,Ninewa
Salihiat alrawia vilage,Telafar,Ninewa,36.74229473,42.08424568,0.323,0,9.7,64,28-Apr-16,Ninewa
Karsur vilage,Telafar,Ninewa,36.729982,42.389882,0.322,0.208,25.7,405,28-Apr-16,Ninewa
Ewaynat vilage,Telafar,Ninewa,36.6798312,42.39306121,0.308,0,13.6,1200,28-Apr-16,Ninewa
Tal Adas,Tilkaif,Ninewa,36.61065095,42.98327307,0.301,0,10.6,100,28-Apr-16,Ninewa
Mosul Dam,Tilkaif,Ninewa,36.61367927,42.83751309,0.292,0,13.3,200,28-Apr-16,Ninewa
Derston,Tilkaif,Ninewa,36.67897676,43.0128095,0.288,0,9.7,180,28-Apr-16,Ninewa
Al-Khadhra area,Al-Daur,Salah al-Din,34.47699758,43.79074065,0.285,0,29.6,153,28-Apr-16,Salahal Din
Al Asriyah village,Al-Daur,Salah al-Din,34.46089339,43.84258054,0.275,0.058,12,204,28-Apr-16,Salahal Din
Al Mujammaa Al Sakani,Al-Daur,Salah al-Din,34.40730847,43.79371673,0.269,0.29,23.6,822,28-Apr-16,Salahal Din
Hay Abu Dalaf,Al-Daur,Salah al-Din,34.45569217,43.79793786,0.263,0,10.6,323,28-Apr-16,Salahal Din
Hay Al Aboor,Al-Daur,Salah al-Din,34.46474689,43.79123451,0.263,0,10.5,156,28-Apr-16,Salahal Din
Hay Al Askri,Al-Daur,Salah al-Din,34.46264848,43.7951005,0.254,0.048,23.6,100,28-Apr-16,Salahal Din
Hay Al Mahad,Al-Daur,Salah al-Din,34.45656032,43.80564753,0.25,0.233,37.8,213,28-Apr-16,Salahal Din
Hay Al Sharqiyah,Al-Daur,Salah al-Din,34.45350793,43.79186232,0.247,0.345,27.3,225,28-Apr-16,Salahal Din
Hay Tal Al Banat,Al-Daur,Salah al-Din,34.44623168,43.79742145,0.242,0.151,12.1,379,28-Apr-16,Salahal Din
Hay Al Qadisiah,Al-Daur,Salah al-Din,34.47331315,43.79128573,0.242,0.053,18.1,161,28-Apr-16,Salahal Din
Albu Tuama Village,Baiji,Salah al-Din,34.8201873,43.5295816,0.226,0,12,1250,28-Apr-16,Salahal Din
Al Hamra village,Baiji,Salah al-Din,34.75922381,43.601933,0.216,0,10.6,70,28-Apr-16,Salahal Din
Albu Jewari,Balad,Salah al-Din,34.05807534,44.21782195,0.205,0,9.7,450,28-Apr-16,Salahal Din
Al-Duloeyah-Hay khazraj,Balad,Salah al-Din,34.04660942,44.21995147,0.194,0,30,363,28-Apr-16,Salahal Din
Beshakan village,Balad,Salah al-Din,34.02670949,44.28184378,0.19,0.203,26.4,423,28-Apr-16,Salahal Din
Bezna Village,Al-Fares,Salah al-Din,33.90924349,44.18353061,0.188,0.282,12.1,488,28-Apr-16,Salahal Din
Albo Fadaus Village,Al-Fares,Salah al-Din,33.889832,44.355067,0.187,0,18.1,474,28-Apr-16,Salahal Din
Al-Tresha-Albu Fahed,Samarra,Salah al-Din,34.09474977,44.0535512,0.176,0.073,25.5,352,28-Apr-16,Salahal Din
Al-Tresha-Albu Shatb,Samarra,Salah al-Din,34.0753838,44.0893379,0.175,0.048,23.6,136,28-Apr-16,Salahal Din
Al Abassyiah Village,Samarra,Salah al-Din,34.29947629,43.78312184,0.174,0.282,12.1,244,28-Apr-16,Salahal Din
Al-Jillam area,Samarra,Salah al-Din,34.24088767,43.88342028,0.161,0,10.6,681,28-Apr-16,Salahal Din
Al Seeawiya 1,Samarra,Salah al-Din,34.076353,44.065528,0.154,0,29.3,251,28-Apr-16,Salahal Din
Hawi Albsat,Samarra,Salah al-Din,34.26130263,43.87664418,0.138,0,12,435,28-Apr-16,Salahal Din
Huiesh village,Samarra,Salah al-Din,34.20189174,43.81188853,0.129,0,13.3,391,28-Apr-16,Salahal Din
Mahala mkeasheefa,Samarra,Salah al-Din,34.366498,43.746792,0.126,0.145,28.2,897,28-Apr-16,Salahal Din
Al Ahad Al Jadid village,Tikrit,Salah al-Din,34.72004017,43.69731076,0.112,0,30,253,28-Apr-16,Salahal Din
Hay Al Askari,Tikrit,Salah al-Din,34.6864536,43.7163503,0.097,0,12,133,28-Apr-16,Salahal Din
Al khuzamiya Village,Tikrit,Salah al-Din,34.770133,43.642804,0.084,0,10.6,20,28-Apr-16,Salahal Din
Awajealah Quarter,Tikrit,Salah al-Din,34.679689,43.716175,0.065,0.282,12.1,425,28-Apr-16,Salahal Din
Hay Al Asry Al Jadid-404,Tikrit,Salah al-Din,34.60299367,43.67718863,0.062,0.146,28.2,46,28-Apr-16,Salahal Din
Hay Al sinay-Al samad,Tikrit,Salah al-Din,34.71278936,43.71913112,0.045,0.186,16.4,150,28-Apr-16,Salahal Din
Mahalla Al muwadafeen,Tikrit,Salah al-Din,34.68825,43.7121611,0.038,0,29.6,237,28-Apr-16,Salahal Din
Qadisya 2 500 Area,Tikrit,Salah al-Din,34.65833909,43.65228759,0.03,0,12,100,28-Apr-16,Salahal Din
Al-Shahama Village,Tikrit,Salah al-Din,34.693583,43.625877,0.021,0,16.4,7,28-Apr-16,Salahal Din
Hammad Shihab,Tikrit,Salah al-Din,34.700996,43.61655,0.138,0,12,6,28-Apr-16,Salahal Din
Hay Sheshen Mahal 408,Tikrit,Salah al-Din,34.58833211,43.68183502,0.129,0,13.3,137,28-Apr-16,Salahal Din
Al-Alam-mahallat awayjelya 27,Tikrit,Salah al-Din,35.557912,43.271648,0.126,0.145,28.2,95,28-Apr-16,Salahal Din
Al Bzikhah Village,Tikrit,Salah al-Din,34.88913364,43.54808166,0.112,0,30,200,28-Apr-16,Salahal Din
Aldleimat Village,Tikrit,Salah al-Din,34.7874116,43.62602921,0.097,0,12,200,28-Apr-16,Salahal Din
Al Zallayah village,Tikrit,Salah al-Din,34.45798508,43.72672328,0.084,0,10.6,294,28-Apr-16,Salahal Din
Hay Al Anwaa Mahala 420,Tikrit,Salah al-Din,34.573702,43.6828547,0.065,0.282,12.1,63,28-Apr-16,Salahal Din
Hay Alarbaen,Tikrit,Salah al-Din,34.5934169,43.67752931,0.461,0,29.6,124,28-Apr-16,Salahal Din
Al Baladiyat-402,Tikrit,Salah al-Din,34.61173746,43.67375893,0.448,0,23.5,52,28-Apr-16,Salahal Din
Hay Al-jamiyah 3,Tikrit,Salah al-Din,34.6075,43.6891,0.442,0.134,25.5,45,28-Apr-16,Salahal Din
Hay Aljamiyaa,Tikrit,Salah al-Din,34.595911,43.67360203,0.468,0.339,23.6,428,28-Apr-16,Salahal Din
Hay Al Jamiya-Mahalla 416,Tikrit,Salah al-Din,34.589026,43.675297,0.462,0.184,29.3,350,28-Apr-16,Salahal Din
Hay Al Mualimeen-406,Tikrit,Salah al-Din,34.60051117,43.67569827,0.16,23.6,10,174,28-Apr-16,Salahal Din
Hay AL Suqour,Tikrit,Salah al-Din,34.70311367,43.6120917,0.096,18.1,25,30,28-Apr-16,Salahal Din
Hay Salma Altaghlubia,Tikrit,Salah al-Din,34.61217676,43.68086113,0.119,34.3,60,96,28-Apr-16,Salahal Din
Qadisya 1 Mahala 214,Tikrit,Salah al-Din,34.62769975,43.66993265,0.194,34.3,39,47,28-Apr-16,Salahal Din
Qadisya 2 Mahala 216,Tikrit,Salah al-Din,34.6490752,43.65431644,0,12.1,50,176,28-Apr-16,Salahal Din
Tal-Al Sibaat Village,Tikrit,Salah al-Din,34.82091767,43.57805906,0.102,24,10,265,28-Apr-16,Salahal Din
Uwainat,Tikrit,Salah al-Din,34.47276123,43.73420029,0.301,34.3,64,263,28-Apr-16,Salahal Din
Hay Aldiuom,Tikrit,Salah al-Din,34.60058227,43.65346668,0.301,34.3,32,64,28-Apr-16,Salahal Din
Hay Alziraa,Tikrit,Salah al-Din,34.5849295,43.6825414,0.208,25.7,40,183,28-Apr-16,Salahal Din
Hay 100 dar,Tikrit,Salah al-Din,34.58267792,43.68829058,0.468,0.339,23.6,39,28-Apr-16,Salahal Din
Hay Alqalaa,Tikrit,Salah al-Din,34.60444415,43.68508597,0.462,0.184,29.3,76,28-Apr-16,Salahal Din
Hay Alkahrbaa,Tikrit,Salah al-Din,34.60775855,43.66877785,0.16,23.6,10,40,28-Apr-16,Salahal Din
Hay Alfirdous,Tikrit,Salah al-Din,34.58980145,43.66485212,0.096,18.1,25,103,28-Apr-16,Salahal Din
Hay Al-Tajneed,Tikrit,Salah al-Din,34.58197342,43.67832992,0.119,34.3,60,14,28-Apr-16,Salahal Din
Hay Al-Quthat,Tikrit,Salah al-Din,34.601486,43.671975,0.285,0,29.6,115,28-Apr-16,Salahal Din
Hay Al-Wihda,Tikrit,Salah al-Din,34.60417,43.66845,0.275,0.058,12,79,28-Apr-16,Salahal Din
Al-Muskarat,Tikrit,Salah al-Din,34.71421957,43.61253904,0.269,0.29,23.6,130,28-Apr-16,Salahal Din
Brawchili village,Tooz,Salah al-Din,34.79641,44.584962,0.263,0,10.6,60,28-Apr-16,Salahal Din
Chardaghli village,Tooz,Salah al-Din,34.818984,44.557499,0.263,0,10.5,193,28-Apr-16,Salahal Din
Hay Al-Askary,Tooz,Salah al-Din,34.726584,44.584608,0.119,34.3,60,20,28-Apr-16,Salahal Din
Hay Al-Nasr,Tooz,Salah al-Din,34.727374,44.58222,0.285,0,29.6,5,28-Apr-16,Salahal Din
Hay Al-Shohadaa,Tooz,Salah al-Din,34.724364,44.587766,0.275,0.058,12,10,28-Apr-16,Salahal Din
Hay Al-Askareen,Tooz,Salah al-Din,34.722593,44.583937,0.269,0.29,23.6,5,28-Apr-16,Salahal Din
Hay Al-Teen,Tooz,Salah al-Din,34.72508,44.580515,0.263,0,10.6,10,28-Apr-16,Salahal Din
Hay Sabaa Tamoz,Tooz,Salah al-Din,34.72491,44.590226,0.292,0,13.3,10,28-Apr-16,Salahal Din
Hay Wahid Huzayran,Tooz,Salah al-Din,34.71924,44.581716,0.288,0,9.7,15,28-Apr-16,Salahal Din
Qara Naz village,Tooz,Salah al-Din,34.785884,44.570116,0.285,0,29.6,129,28-Apr-16,Salahal Din
Kubaisa Al-qadimah,Heet,Anbar,33.59456,42.61324,0.275,0.058,12,175,28-Apr-16,Sulaymaniyah
Al-Sadiqiyah,Ramadi,Anbar,33.39354,43.49841,0.531,0.451,29.3,5,28-Apr-16,Sulaymaniyah
Arab jasam village ,Mahmoudiya,Baghdad,33.04547159,44.20015211,0.525,0.045,24,76,28-Apr-16,Sulaymaniyah
Al-Arabdah Village,Al-Khalis,Diyala,34.08057011,44.91989902,0.524,0.16,18.1,88,28-Apr-16,Sulaymaniyah
Dawod Al-Salom village,Al-Khalis,Diyala,34.12569087,44.84357874,0.519,0,37.8,10,28-Apr-16,Sulaymaniyah
Al Aqssa Village,Al-Khalis,Diyala,34.06579285,44.87062591,0.518,0,23.5,30,28-Apr-16,Sulaymaniyah
Bizayiz Sherwin Village,Al-Khalis,Diyala,34.040578,44.881273,0.511,0.203,26.4,50,28-Apr-16,Sulaymaniyah
Al Bayat Village,Al-Khalis,Diyala,34.09172564,44.93657436,0.508,0.218,26.4,15,28-Apr-16,Sulaymaniyah
Habib Al Abdulla Village,Al-Khalis,Diyala,34.05390233,44.8922767,0.508,0,29.6,100,28-Apr-16,Sulaymaniyah
Habib Al Khaizaran Village,Al-Khalis,Diyala,34.121222,44.82899997,0.508,0.146,22.2,20,28-Apr-16,Sulaymaniyah
Al Mansouriyah-Hamada Village,Al-Khalis,Diyala,34.03136641,44.87252433,0.493,0.105,13.3,22,28-Apr-16,Sulaymaniyah
Dalli Abass-Al Mualimen Qtr,Al-Khalis,Diyala,34.07036711,44.87058006,0.492,0,29.1,45,28-Apr-16,Sulaymaniyah
Dali Abbas-Al Qadim Qtr,Al-Khalis,Diyala,34.073397,44.8639966,0.49,0.301,34.3,55,28-Apr-16,Sulaymaniyah
Dalli Abass-Al Rasheed Qtr,Al-Khalis,Diyala,34.06989152,44.86440017,0.483,0.146,22.2,10,28-Apr-16,Sulaymaniyah
Dalli Abass-Al-Shuhada Qtr,Al-Khalis,Diyala,34.06771587,44.86560113,0.483,0.192,25.7,10,28-Apr-16,Sulaymaniyah
Dalli Abass-Kurd Ali,Al-Khalis,Diyala,34.06963956,44.85989045,0.478,0,23.5,25,28-Apr-16,Sulaymaniyah
Mohammed Ali Village,Al-Khalis,Diyala,34.04549809,44.88205377,0.477,0.068,29.9,60,28-Apr-16,Sulaymaniyah
Mohammed Taha Village,Al-Khalis,Diyala,34.03490537,44.87478459,0.477,0.271,34.3,39,28-Apr-16,Sulaymaniyah
Somair village,Al-Khalis,Diyala,34.05691902,44.88446184,0.474,0.203,26.4,50,28-Apr-16,Sulaymaniyah
Al Derwish Village,Al-Muqdadiya,Diyala,34.01548358,44.90919527,0.47,0.216,29.2,10,28-Apr-16,Sulaymaniyah
Al Lihayb Village,Al-Muqdadiya,Diyala,34.0055888,44.87929659,0.468,0.339,23.6,50,28-Apr-16,Sulaymaniyah
Al Mithaq Village,Al-Muqdadiya,Diyala,34.0059,44.9477,0.462,0.184,29.3,20,28-Apr-16,Sulaymaniyah
Al Qalaa Village,Al-Muqdadiya,Diyala,34.01496421,44.91514897,0.461,0,29.6,7,28-Apr-16,Sulaymaniyah
Haj fadhil village,Al-Muqdadiya,Diyala,34.00214397,44.87796137,0.448,0,23.5,10,28-Apr-16,Sulaymaniyah
Hamada village,Al-Muqdadiya,Diyala,34.01124609,44.9009763,0.442,0.134,25.5,26,28-Apr-16,Sulaymaniyah
Imam Talib Village,Al-Muqdadiya,Diyala,34.04016742,44.98807403,0.441,0,10.5,90,28-Apr-16,Sulaymaniyah
Shak Al Rak Village,Al-Muqdadiya,Diyala,34.00157426,44.93505739,0.435,0.203,26.4,15,28-Apr-16,Sulaymaniyah
Shok Al Reem village,Al-Muqdadiya,Diyala,34.00320627,44.9808972,0.435,0.047,32,100,28-Apr-16,Sulaymaniyah
Al Husaini Village,Khanaqin,Diyala,34.31110687,45.16255235,0.422,0,29.9,60,28-Apr-16,Sulaymaniyah
Al Asree Qtr,Khanaqin,Diyala,34.16160834,45.13466074,0.422,0.233,37.8,14,28-Apr-16,Sulaymaniyah
Al Taleaa Qtr,Khanaqin,Diyala,34.27669888,45.16275235,0.413,0,13.6,68,28-Apr-16,Sulaymaniyah
Al Shaheed Qtr(Al Zohor),Khanaqin,Diyala,34.18238859,45.118946,0.396,0.058,12,50,28-Apr-16,Sulaymaniyah
17Tamooz Qtr,Khanaqin,Diyala,34.18558418,45.12080844,0.393,0,24,23,28-Apr-16,Sulaymaniyah
Alkhadra Qtr,Khanaqin,Diyala,34.28849922,45.16083719,0.392,0.107,34.3,10,28-Apr-16,Sulaymaniyah
Al Oroba Qtr,Khanaqin,Diyala,34.27135891,45.16460943,0.387,0,29.1,50,28-Apr-16,Sulaymaniyah
Al Rabe Al Thaletha Qtr,Khanaqin,Diyala,34.19965,45.126589,0.381,0,41.9,25,28-Apr-16,Sulaymaniyah
Ain Hilwa Upper,Telafar,Ninewa,36.60537426,42.62355125,0.371,0.053,18.1,10,28-Apr-16,Sulaymaniyah
Al-Khadhra area,Al-Daur,Salah al-Din,34.47699758,43.79074065,0.37,0,22.6,184,28-Apr-16,Sulaymaniyah
Al Asriyah village,Al-Daur,Salah al-Din,34.46089339,43.84258054,0.369,0,9.7,17,28-Apr-16,Sulaymaniyah
Al Mujammaa Al Sakani,Al-Daur,Salah al-Din,34.40730847,43.79371673,0.367,0,29.1,448,28-Apr-16,Sulaymaniyah
Hay Abu Dalaf,Al-Daur,Salah al-Din,34.45569217,43.79793786,0.364,0,29.1,37,28-Apr-16,Sulaymaniyah
Hay Al Aboor,Al-Daur,Salah al-Din,34.46474689,43.79123451,0.355,0.088,22.6,73,28-Apr-16,Sulaymaniyah
Hay Al Askri,Al-Daur,Salah al-Din,34.46264848,43.7951005,0.35,0.218,26.4,124,28-Apr-16,Sulaymaniyah
Hay Al Mahad,Al-Daur,Salah al-Din,34.45656032,43.80564753,0.347,0,10.5,15,28-Apr-16,Sulaymaniyah
Hay Al Sharqiyah,Al-Daur,Salah al-Din,34.45350793,43.79186232,0.342,0.119,34.3,20,28-Apr-16,Sulaymaniyah
Hay Al Qadisiah,Al-Daur,Salah al-Din,34.47331315,43.79128573,0.338,0,10.5,91,28-Apr-16,Sulaymaniyah
Al-Tresha-Albu Shatb,Samarra,Salah al-Din,34.0753838,44.0893379,0.33,0,29.1,23,28-Apr-16,Sulaymaniyah
Al Abassyiah Village,Samarra,Salah al-Din,34.29947629,43.78312184,0.323,0,9.7,10,28-Apr-16,Sulaymaniyah
Al Seeawiya 1,Samarra,Salah al-Din,34.076353,44.065528,0.322,0.208,25.7,7,28-Apr-16,Sulaymaniyah
Al Ahad Al Jadid village,Tikrit,Salah al-Din,34.72004017,43.69731076,0.308,0,13.6,17,28-Apr-16,Sulaymaniyah
Hay Al Askari,Tikrit,Salah al-Din,34.6864536,43.7163503,0.301,0,10.6,6,28-Apr-16,Sulaymaniyah
Al khuzamiya Village,Tikrit,Salah al-Din,34.770133,43.642804,0.292,0,13.3,5,28-Apr-16,Sulaymaniyah
Awajealah Quarter,Tikrit,Salah al-Din,34.679689,43.716175,0.288,0,9.7,150,28-Apr-16,Sulaymaniyah
Hay Al Asry Al Jadid-404,Tikrit,Salah al-Din,34.60299367,43.67718863,0.285,0,29.6,39,28-Apr-16,Sulaymaniyah
Qadisya 2 500 Area,Tikrit,Salah al-Din,34.65833909,43.65228759,0.275,0.058,12,40,28-Apr-16,Sulaymaniyah
Al-Mutaradah 204,Tikrit,Salah al-Din,34.62745128,43.66986475,0.269,0.29,23.6,108,28-Apr-16,Sulaymaniyah
Hammad Shihab,Tikrit,Salah al-Din,34.700996,43.61655,0.263,0,10.6,6,28-Apr-16,Sulaymaniyah
Al Karama Village,Tikrit,Salah al-Din,34.69029787,43.62441,0.263,0,10.5,8,28-Apr-16,Sulaymaniyah
Hay Al Anwaa Mahala 420,Tikrit,Salah al-Din,34.573702,43.6828547,0.254,0.048,23.6,32,28-Apr-16,Sulaymaniyah
Al Baladiyat-402,Tikrit,Salah al-Din,34.61173746,43.67375893,0.25,0.233,37.8,75,28-Apr-16,Sulaymaniyah
Hay Al-jamiyah 4,Tikrit,Salah al-Din,34.6075,43.6891,0.247,0.345,27.3,80,28-Apr-16,Sulaymaniyah
Hay Aljamiyaa,Tikrit,Salah al-Din,34.595911,43.67360203,0.242,0.151,12.1,23,28-Apr-16,Sulaymaniyah
Hay Al Jamiya-Mahalla 416,Tikrit,Salah al-Din,34.589026,43.675297,0.242,0.053,18.1,40,28-Apr-16,Sulaymaniyah
Hay Al Mualimeen-406,Tikrit,Salah al-Din,34.60051117,43.67569827,0.226,0,12,37,28-Apr-16,Sulaymaniyah
Hay AL Suqour,Tikrit,Salah al-Din,34.70311367,43.6120917,0.216,0,10.6,10,28-Apr-16,Sulaymaniyah
Hay Al Zuhour-422,Tikrit,Salah al-Din,34.5875201,43.6731814,0.205,0,9.7,102,28-Apr-16,Sulaymaniyah
Hay Salma Altaghlubia,Tikrit,Salah al-Din,34.61217676,43.68086113,0.194,0,30,26,28-Apr-16,Sulaymaniyah
Qadisya 1 Mahala 214,Tikrit,Salah al-Din,34.62769975,43.66993265,0.19,0.203,26.4,117,28-Apr-16,Sulaymaniyah
Qadisya 2 Mahala 216,Tikrit,Salah al-Din,34.6490752,43.65431644,0.188,0.282,12.1,300,28-Apr-16,Sulaymaniyah
Uwainat,Tikrit,Salah al-Din,34.47276123,43.73420029,0.187,0,18.1,26,28-Apr-16,Sulaymaniyah
Hay Aldiuom,Tikrit,Salah al-Din,34.60058227,43.65346668,0.176,0.073,25.5,31,28-Apr-16,Sulaymaniyah
Hay 100 dar,Tikrit,Salah al-Din,34.58267792,43.68829058,0.175,0.048,23.6,25,28-Apr-16,Sulaymaniyah
Hay Alfirdous,Tikrit,Salah al-Din,34.58980145,43.66485212,0.174,0.282,12.1,25,28-Apr-16,Sulaymaniyah
Hay Al-Tajneed,Tikrit,Salah al-Din,34.58197342,43.67832992,0.161,0,10.6,14,28-Apr-16,Sulaymaniyah
Al Mualmeen,Falluja,Anbar,33.35683,43.78421,0.154,0,29.3,45,28-Apr-16,Anbar
Al Shurta,Falluja,Anbar,33.36331,43.79408,0.138,0,12,196,28-Apr-16,Anbar
Al-Akrad,Falluja,Anbar,33.36297,43.75677,0.129,0,13.3,50,28-Apr-16,Anbar
Al-andalus,Falluja,Anbar,33.34766,43.76473,0.126,0.145,28.2,171,28-Apr-16,Anbar
Al-bazara,Falluja,Anbar,33.35261,43.76542,0.112,0,30,248,28-Apr-16,Anbar
Al-jamhuriya,Falluja,Anbar,33.35352,43.77534,0.097,0,12,275,28-Apr-16,Anbar
Al-Julan,Falluja,Anbar,33.36246,43.76304,0.084,0,10.6,192,28-Apr-16,Anbar
Al-muatasem,Falluja,Anbar,33.35532,43.76424,0.065,0.282,12.1,20,28-Apr-16,Anbar
Al-waheda,Falluja,Anbar,33.35588,43.78032,0.062,0.146,28.2,64,28-Apr-16,Anbar
Door Al Sikik Area,Falluja,Anbar,33.36566,43.77157,0.045,0.186,16.4,141,28-Apr-16,Anbar
Muallimeen-2,Falluja,Anbar,33.36381,43.78028,0.038,0,29.6,256,28-Apr-16,Anbar
Nazal,Falluja,Anbar,33.34535,43.78343,0.03,0,12,123,28-Apr-16,Anbar
Hay Al-Resala,Falluja,Anbar,33.34092,43.76775,0.021,0,16.4,18,28-Apr-16,Anbar
Al-muabdiyat,Heet,Anbar,33.63271,42.848387,0.138,0,12,67,28-Apr-16,Anbar
Hay Al-Qadisiyah,Heet,Anbar,33.63609,42.83666,0.129,0,13.3,99,28-Apr-16,Anbar
Hay Al-Zuhoor,Heet,Anbar,33.593354,42.615312,0.126,0.145,28.2,10,28-Apr-16,Anbar
Heet-Maskhan,Heet,Anbar,33.69806,42.74638,0.112,0,30,81,28-Apr-16,Anbar
Kubaisa Al-qadimah,Heet,Anbar,33.59456,42.61324,0.097,0,12,22,28-Apr-16,Anbar
Mualmeen,Heet,Anbar,33.64295,42.81265,0.084,0,10.6,128,28-Apr-16,Anbar
Al Soora,Ramadi,Anbar,33.43391,43.35627,0.065,0.282,12.1,287,28-Apr-16,Anbar
Al-Sadiqiyah,Ramadi,Anbar,33.39354,43.49841,0.461,0,29.6,937,28-Apr-16,Anbar
Husaibah Al-Sharqiah,Ramadi,Anbar,33.41972,43.43349,0.448,0,23.5,487,28-Apr-16,Anbar
Warar,Ramadi,Anbar,33.43402,43.27549,0.442,0.134,25.5,105,28-Apr-16,Anbar
Zankura,Ramadi,Anbar,33.48032,43.15729,0.468,0.339,23.6,4370,28-Apr-16,Anbar
The modern village,Ramadi,Anbar,33.46648,43.04378,0.462,0.184,29.3,3114,28-Apr-16,Anbar
Jubiyah,Ramadi,Anbar,33.43701,43.39684,0.16,23.6,10,885,28-Apr-16,Anbar
Al Jamiyah,Ramadi,Anbar,33.43053,43.29223,0.096,18.1,25,247,28-Apr-16,Anbar
Albu Alwan,Ramadi,Anbar,33.41408,43.19143,0.119,34.3,60,233,28-Apr-16,Anbar
Al Shuhadaa Qtr,Ramadi,Anbar,33.43179,43.28135,0.194,34.3,39,290,28-Apr-16,Anbar
Al Derwish Village,Al-Muqdadiya,Diyala,34.01548358,44.90919527,0,12.1,50,55,28-Apr-16,Anbar
Albu Alwan,Ramadi,Anbar,33.41408,43.19143,0.102,24,10,45,3-Aug-16,Babylon
Al Shuhadaa Qtr,Ramadi,Anbar,33.43179,43.28135,0.301,34.3,64,228,3-Aug-16,Babylon
Sabea Al Buor-7000,Kadhimia,Baghdad,33.45078626,44.15044676,0.301,34.3,32,12,3-Aug-16,Babylon
Sabea Al Buor-12000,Kadhimia,Baghdad,33.45890293,44.1707841,0.208,25.7,40,22,3-Aug-16,Babylon
Arab jasam village ,Mahmoudiya,Baghdad,33.04547159,44.20015211,0.468,0.339,23.6,20,3-Aug-16,Babylon
Shbesha Village ,Mahmoudiya,Baghdad,33.02912152,44.21262887,0.462,0.184,29.3,44,3-Aug-16,Babylon
Hay Al Shuhada(Al kragolyia),Mahmoudiya,Baghdad,33.06423,44.23317,0.16,23.6,10,51,3-Aug-16,Babylon
Al bu Khdear village ,Mahmoudiya,Baghdad,33.03592274,44.18029759,0.096,18.1,25,23,3-Aug-16,Babylon
Abu Lahya(Al kragolyia),Mahmoudiya,Baghdad,33.0453218,44.19544575,0.119,34.3,60,20,3-Aug-16,Babylon
Abu Tibban,Heet,Anbar,33.63936,42.81283,0.285,0,29.6,90,3-Aug-16,Baghdad
Hay Al-Askari,Heet,Anbar,33.59059,42.61596,0.275,0.058,12,89,3-Aug-16,Baghdad
Al Khulafaa,Ramadi,Anbar,33.38722,43.52422,0.269,0.29,23.6,97,3-Aug-16,Baghdad
Al Soora,Ramadi,Anbar,33.43391,43.35627,0.263,0,10.6,218,3-Aug-16,Baghdad
Al-Sadiqiyah,Ramadi,Anbar,33.39354,43.49841,0.263,0,10.5,25,3-Aug-16,Baghdad
Al-Shuhadaa,Ramadi,Anbar,33.37539,43.53551,0.119,34.3,60,59,3-Aug-16,Baghdad
Hay Al-Madani,Ramadi,Anbar,33.37449,43.58898,0.285,0,29.6,86,3-Aug-16,Baghdad
Al Askari,Ramadi,Anbar,33.411586,43.308807,0.275,0.058,12,374,3-Aug-16,Baghdad
Al Azeziya,Ramadi,Anbar,33.42671,43.29544,0.269,0.29,23.6,485,3-Aug-16,Baghdad
Al Jamiyah,Ramadi,Anbar,33.43053,43.29223,0.263,0,10.6,153,3-Aug-16,Baghdad
Al Ziraa,Ramadi,Anbar,33.42556,43.33808,0.292,0,13.3,390,3-Aug-16,Baghdad
Hay 30 Tamooz,Ramadi,Anbar,33.41583,43.27322,0.288,0,9.7,392,3-Aug-16,Baghdad
Adel Hrat village ,Abu Ghraib,Baghdad,33.42624138,44.06135403,0.285,0,29.6,28,3-Aug-16,Baghdad
Al Kwaitan village ,Abu Ghraib,Baghdad,33.4134,44.0606,0.275,0.058,12,31,3-Aug-16,Baghdad
Al Zahalya village,Abu Ghraib,Baghdad,33.38721028,44.10820281,0.575,0.238,28.2,30,3-Aug-16,Baghdad
Al Bu Maeed village,Abu Ghraib,Baghdad,33.38907179,44.1257566,0.571,0.29,23.6,23,3-Aug-16,Baghdad
Al Jamahoria village ,Abu Ghraib,Baghdad,33.40818045,44.08391411,0.564,0.298,29.9,25,3-Aug-16,Baghdad
Maskor village ,Abu Ghraib,Baghdad,33.3612,43.9933,0.561,0,29.3,51,3-Aug-16,Baghdad
